date,tactic,state,campaign,impressions,clicks,spend,attributed_revenue
2024-01-24,Discovery,FL,TikTok_Discovery_FL,2571,189,188.67,1076.81
2024-01-24,Discovery,GA,TikTok_Discovery_GA,20047,278,75.62,484.43
2024-01-24,Discovery,NC,TikTok_Discovery_NC,2604,96,475.19,1846.77
2024-01-24,Discovery,MI,TikTok_Discovery_MI,3044,144,1288.12,5497.7
2024-01-25,Search,CA,TikTok_Search_CA,26490,50,270.39,1829.89
2024-01-25,Search,TX,TikTok_Search_TX,22937,17,482.62,1615.99
2024-01-25,Search,FL,TikTok_Search_FL,19425,282,1474.51,6650.53
2024-01-25,Search,IL,TikTok_Search_IL,9490,56,1495.29,10069.15
2024-01-25,Display,OH,TikTok_Display_OH,15240,24,865.32,5112.97
2024-01-25,Video,FL,TikTok_Video_FL,8743,83,1008.26,4725.31
2024-01-25,Video,OH,TikTok_Video_OH,22032,263,1314.74,5377.6
2024-01-25,Video,GA,TikTok_Video_GA,12077,102,1100.94,2321.28
2024-01-25,Shopping,CA,TikTok_Shopping_CA,8224,273,859.12,3665.33
2024-01-25,Shopping,FL,TikTok_Shopping_FL,6731,92,940.52,5979.17
2024-01-25,Shopping,IL,TikTok_Shopping_IL,21046,178,1059.86,6822.44
2024-01-25,Shopping,PA,TikTok_Shopping_PA,8452,135,74.12,447.75
2024-01-25,Discovery,OH,TikTok_Discovery_OH,26585,124,499.07,2867.52
2024-01-25,Discovery,NC,TikTok_Discovery_NC,22176,44,843.02,3940.99
2024-01-25,App Install,CA,TikTok_App Install_CA,28894,247,395.92,2716.52
2024-01-25,App Install,NY,TikTok_App Install_NY,21169,164,1345.58,8992.8
2024-01-25,App Install,TX,TikTok_App Install_TX,9352,58,634.19,1782.73
2024-01-25,App Install,IL,TikTok_App Install_IL,6930,73,165.04,638.96
2024-01-26,Search,PA,TikTok_Search_PA,12397,21,446.47,1422.0
2024-01-26,Search,GA,TikTok_Search_GA,5326,161,328.98,2082.61
2024-01-26,Search,NC,TikTok_Search_NC,9182,244,529.11,3399.52
2024-01-26,Display,IL,TikTok_Display_IL,20995,277,1086.33,2970.12
2024-01-26,Display,MI,TikTok_Display_MI,9449,61,210.83,1377.0
2024-01-26,Video,TX,TikTok_Video_TX,29284,203,453.76,2200.97
2024-01-26,Shopping,IL,TikTok_Shopping_IL,4406,6,119.9,412.89
2024-01-26,Shopping,MI,TikTok_Shopping_MI,23023,250,1328.66,3617.41
2024-01-26,Discovery,NY,TikTok_Discovery_NY,6941,290,282.13,983.58
2024-01-26,Discovery,FL,TikTok_Discovery_FL,10325,51,236.26,922.23
2024-01-26,Discovery,PA,TikTok_Discovery_PA,13080,278,970.73,5916.25
2024-01-26,App Install,FL,TikTok_App Install_FL,27009,204,197.92,383.52
2024-01-26,App Install,OH,TikTok_App Install_OH,5318,163,922.49,5886.36
2024-01-27,Search,IL,TikTok_Search_IL,794,141,673.52,2438.14
2024-01-27,Search,PA,TikTok_Search_PA,6759,168,33.27,185.69
2024-01-27,Search,OH,TikTok_Search_OH,6635,5,1367.37,7876.05
2024-01-27,Display,PA,TikTok_Display_PA,13315,62,1390.49,2937.28
2024-01-27,Video,CA,TikTok_Video_CA,20746,241,939.16,5416.02
2024-01-27,Video,OH,TikTok_Video_OH,9337,39,450.3,1462.11
2024-01-27,Video,GA,TikTok_Video_GA,16501,12,973.21,2879.49
2024-01-27,Video,NC,TikTok_Video_NC,12098,278,1378.51,2966.83
2024-01-27,Shopping,CA,TikTok_Shopping_CA,20148,169,1117.61,6130.26
2024-01-27,Shopping,PA,TikTok_Shopping_PA,6084,255,1062.42,5275.75
2024-01-27,Shopping,GA,TikTok_Shopping_GA,27395,260,732.45,3105.6
2024-01-27,Discovery,PA,TikTok_Discovery_PA,18046,116,919.71,5145.56
2024-01-27,Discovery,OH,TikTok_Discovery_OH,2324,148,1231.44,3688.67
2024-01-27,App Install,NC,TikTok_App Install_NC,15835,219,340.87,1158.2
2024-01-28,Search,FL,TikTok_Search_FL,4744,49,113.7,500.53
2024-01-28,Search,MI,TikTok_Search_MI,10113,71,1286.27,4624.41
2024-01-28,Display,CA,TikTok_Display_CA,11522,124,502.83,1881.68
2024-01-28,Display,NY,TikTok_Display_NY,24417,130,721.83,3000.21
2024-01-28,Video,NY,TikTok_Video_NY,24314,134,853.39,4862.05
2024-01-28,Video,IL,TikTok_Video_IL,27296,92,280.68,988.28
2024-01-28,Shopping,CA,TikTok_Shopping_CA,28421,256,1213.99,7064.04
2024-01-28,Shopping,NY,TikTok_Shopping_NY,25429,94,943.11,4456.74
2024-01-28,Shopping,PA,TikTok_Shopping_PA,19662,208,759.64,4048.06
2024-01-28,Shopping,NC,TikTok_Shopping_NC,1746,119,1007.22,3590.71
2024-01-28,Discovery,CA,TikTok_Discovery_CA,4723,50,533.46,2942.23
2024-01-28,Discovery,NC,TikTok_Discovery_NC,5776,251,581.42,1795.32
2024-01-28,App Install,IL,TikTok_App Install_IL,26406,266,550.63,1055.33
2024-01-28,App Install,PA,TikTok_App Install_PA,16824,213,142.06,645.15
2024-01-28,App Install,GA,TikTok_App Install_GA,11946,271,293.95,1113.62
2024-01-29,Search,CA,TikTok_Search_CA,20585,264,90.37,210.79
2024-01-29,Search,NY,TikTok_Search_NY,27640,201,100.96,310.45
2024-01-29,Search,IL,TikTok_Search_IL,21802,196,459.06,1033.59
2024-01-29,Display,FL,TikTok_Display_FL,22918,288,824.22,4617.33
2024-01-29,Display,PA,TikTok_Display_PA,14039,217,743.72,5114.92
2024-01-29,Display,MI,TikTok_Display_MI,10695,180,1154.91,4818.2
2024-01-29,Video,FL,TikTok_Video_FL,28708,263,192.92,679.12
2024-01-29,Video,PA,TikTok_Video_PA,13011,61,188.58,388.99
2024-01-29,Video,MI,TikTok_Video_MI,6796,280,938.86,5356.88
2024-01-29,Shopping,NY,TikTok_Shopping_NY,2788,47,332.49,1771.94
2024-01-29,Shopping,OH,TikTok_Shopping_OH,5042,78,583.48,1102.95
2024-01-29,Discovery,NY,TikTok_Discovery_NY,27204,68,1127.13,3769.32
2024-01-29,Discovery,IL,TikTok_Discovery_IL,8855,151,856.86,2632.56
2024-01-29,App Install,CA,TikTok_App Install_CA,27535,149,108.91,517.03
2024-01-29,App Install,TX,TikTok_App Install_TX,25894,22,261.79,1479.33
2024-01-29,App Install,PA,TikTok_App Install_PA,18096,62,266.39,1236.1
2024-01-30,Display,CA,TikTok_Display_CA,22022,146,490.94,2968.15
2024-01-30,Display,PA,TikTok_Display_PA,12637,8,74.35,161.89
2024-01-30,Display,OH,TikTok_Display_OH,24663,84,1468.09,9351.82
2024-01-30,Video,NC,TikTok_Video_NC,25030,159,582.35,3891.41
2024-01-30,Shopping,NY,TikTok_Shopping_NY,1956,78,1145.39,7738.14
2024-01-30,Shopping,PA,TikTok_Shopping_PA,23800,163,1009.07,4237.49
2024-01-30,Shopping,OH,TikTok_Shopping_OH,14372,258,384.73,2095.04
2024-01-30,Shopping,GA,TikTok_Shopping_GA,10267,59,638.0,1883.45
2024-01-30,Shopping,NC,TikTok_Shopping_NC,13126,70,1208.78,6863.37
2024-01-30,Discovery,TX,TikTok_Discovery_TX,23818,152,981.97,5431.56
2024-01-30,App Install,NY,TikTok_App Install_NY,17574,31,651.67,4170.34
2024-01-30,App Install,FL,TikTok_App Install_FL,27889,244,191.42,668.17
2024-01-31,Search,OH,TikTok_Search_OH,4319,194,490.97,2659.64
2024-01-31,Search,NC,TikTok_Search_NC,4815,176,640.53,1778.73
2024-01-31,Display,NY,TikTok_Display_NY,19946,196,610.54,2381.89
2024-01-31,Display,TX,TikTok_Display_TX,24718,224,1358.2,5630.38
2024-01-31,Video,PA,TikTok_Video_PA,21044,119,115.93,306.35
2024-01-31,Video,OH,TikTok_Video_OH,6503,109,601.36,3818.81
2024-01-31,Video,GA,TikTok_Video_GA,4862,293,1105.71,4416.39
2024-01-31,Video,NC,TikTok_Video_NC,24043,73,739.53,2890.03
2024-01-31,Shopping,CA,TikTok_Shopping_CA,3464,109,1460.35,8347.88
2024-01-31,Shopping,OH,TikTok_Shopping_OH,13224,190,1011.01,3009.14
2024-01-31,Shopping,GA,TikTok_Shopping_GA,6678,81,285.45,531.73
2024-01-31,Discovery,PA,TikTok_Discovery_PA,26690,271,484.8,1036.21
2024-01-31,Discovery,GA,TikTok_Discovery_GA,15860,23,349.12,1979.98
2024-01-31,Discovery,NC,TikTok_Discovery_NC,23747,70,483.55,2187.37
2024-01-31,App Install,TX,TikTok_App Install_TX,26289,171,217.17,1209.2
2024-01-31,App Install,PA,TikTok_App Install_PA,18196,82,48.91,149.81
2024-01-31,App Install,OH,TikTok_App Install_OH,24088,224,1289.71,6832.27
2024-02-01,Search,FL,TikTok_Search_FL,5860,37,1073.95,2457.43
2024-02-01,Search,PA,TikTok_Search_PA,13322,20,1220.02,3522.58
2024-02-01,Display,IL,TikTok_Display_IL,833,172,884.82,2880.44
2024-02-01,Display,PA,TikTok_Display_PA,22383,256,928.33,5132.8
2024-02-01,Video,NY,TikTok_Video_NY,7082,106,1009.45,2382.12
2024-02-01,Video,TX,TikTok_Video_TX,23066,180,215.43,1159.94
2024-02-01,Video,PA,TikTok_Video_PA,26179,180,99.73,597.63
2024-02-01,Video,GA,TikTok_Video_GA,26376,261,698.52,1481.04
2024-02-01,Video,NC,TikTok_Video_NC,28494,208,514.75,1686.84
2024-02-01,Shopping,FL,TikTok_Shopping_FL,6045,263,379.8,1676.62
2024-02-01,Shopping,OH,TikTok_Shopping_OH,14054,146,893.04,3658.72
2024-02-01,Shopping,NC,TikTok_Shopping_NC,14063,48,630.07,2287.56
2024-02-01,Discovery,CA,TikTok_Discovery_CA,13172,73,1063.61,6366.55
2024-02-01,Discovery,NY,TikTok_Discovery_NY,18966,172,995.13,5457.14
2024-02-01,Discovery,FL,TikTok_Discovery_FL,9135,72,857.2,4047.61
2024-02-01,App Install,IL,TikTok_App Install_IL,14817,126,1380.28,6332.01
2024-02-02,Search,TX,TikTok_Search_TX,17394,182,1088.79,6176.72
2024-02-02,Search,FL,TikTok_Search_FL,26200,293,1054.54,7233.58
2024-02-02,Search,MI,TikTok_Search_MI,1505,150,157.83,807.0
2024-02-02,Display,NY,TikTok_Display_NY,23616,172,1016.89,3997.16
2024-02-02,Display,OH,TikTok_Display_OH,21271,19,1356.5,8812.58
2024-02-02,Video,NY,TikTok_Video_NY,16121,300,938.17,3620.69
2024-02-02,Video,FL,TikTok_Video_FL,10174,13,323.03,1326.93
2024-02-02,Video,MI,TikTok_Video_MI,11887,56,881.58,4779.83
2024-02-02,Shopping,PA,TikTok_Shopping_PA,13315,255,733.12,2530.57
2024-02-02,Shopping,GA,TikTok_Shopping_GA,684,43,606.93,3383.14
2024-02-02,Discovery,GA,TikTok_Discovery_GA,4580,269,1453.12,5855.37
2024-02-02,Discovery,NC,TikTok_Discovery_NC,19826,174,342.15,784.03
2024-02-02,App Install,TX,TikTok_App Install_TX,22992,258,1172.71,7566.16
2024-02-02,App Install,FL,TikTok_App Install_FL,3469,269,106.07,198.72
2024-02-03,Search,CA,TikTok_Search_CA,15270,33,1450.28,9587.97
2024-02-03,Search,NY,TikTok_Search_NY,25347,168,408.72,1673.04
2024-02-03,Search,NC,TikTok_Search_NC,7403,21,845.07,2735.28
2024-02-03,Search,MI,TikTok_Search_MI,2717,167,1421.08,5350.96
2024-02-03,Display,NY,TikTok_Display_NY,22136,11,544.72,1336.99
2024-02-03,Display,PA,TikTok_Display_PA,19601,39,182.24,1243.91
2024-02-03,Display,GA,TikTok_Display_GA,10127,158,1293.93,2425.97
2024-02-03,Display,NC,TikTok_Display_NC,19004,149,122.69,336.6
2024-02-03,Video,TX,TikTok_Video_TX,18778,121,1147.69,2898.51
2024-02-03,Video,NC,TikTok_Video_NC,17656,203,1252.14,7733.28
2024-02-03,Shopping,TX,TikTok_Shopping_TX,20550,163,54.54,158.43
2024-02-03,Shopping,PA,TikTok_Shopping_PA,6870,151,456.59,2483.18
2024-02-03,Shopping,OH,TikTok_Shopping_OH,23128,266,318.93,970.15
2024-02-03,Discovery,FL,TikTok_Discovery_FL,644,200,386.26,1030.39
2024-02-03,Discovery,GA,TikTok_Discovery_GA,3955,65,357.02,2174.07
2024-02-03,Discovery,NC,TikTok_Discovery_NC,27671,265,639.99,2287.22
2024-02-04,Search,CA,TikTok_Search_CA,10972,276,1456.08,10124.21
2024-02-04,Search,OH,TikTok_Search_OH,14849,11,337.54,630.33
2024-02-04,Display,IL,TikTok_Display_IL,6704,179,1133.45,4782.88
2024-02-04,Video,FL,TikTok_Video_FL,26935,95,552.5,3060.71
2024-02-04,Shopping,IL,TikTok_Shopping_IL,3875,271,566.99,1327.89
2024-02-04,Discovery,OH,TikTok_Discovery_OH,28235,35,1001.7,5714.4
2024-02-04,Discovery,NC,TikTok_Discovery_NC,2718,283,327.34,1840.71
2024-02-04,App Install,CA,TikTok_App Install_CA,16388,170,1062.75,2893.73
2024-02-04,App Install,FL,TikTok_App Install_FL,12847,158,1127.43,7305.47
2024-02-04,App Install,IL,TikTok_App Install_IL,8502,110,1172.82,5636.59
2024-02-05,Search,CA,TikTok_Search_CA,24173,167,1299.46,8243.37
2024-02-05,Search,IL,TikTok_Search_IL,7136,279,829.56,5047.2
2024-02-05,Display,PA,TikTok_Display_PA,15661,266,1366.63,5145.01
2024-02-05,Video,FL,TikTok_Video_FL,15887,289,536.48,3737.42
2024-02-05,Video,GA,TikTok_Video_GA,4525,54,869.07,5486.14
2024-02-05,Video,MI,TikTok_Video_MI,26523,297,1428.59,3242.1
2024-02-05,Shopping,NY,TikTok_Shopping_NY,531,119,235.06,1344.34
2024-02-05,Shopping,PA,TikTok_Shopping_PA,16942,133,1305.29,2992.92
2024-02-05,Discovery,PA,TikTok_Discovery_PA,13683,6,105.21,316.45
2024-02-05,Discovery,OH,TikTok_Discovery_OH,6751,86,772.48,3122.11
2024-02-06,Search,CA,TikTok_Search_CA,2455,80,1175.81,6969.63
2024-02-06,Search,TX,TikTok_Search_TX,10073,213,1363.62,4679.1
2024-02-06,Search,IL,TikTok_Search_IL,27501,202,104.29,556.55
2024-02-06,Search,GA,TikTok_Search_GA,6302,92,1281.03,5932.11
2024-02-06,Display,PA,TikTok_Display_PA,13195,129,54.18,253.62
2024-02-06,Display,OH,TikTok_Display_OH,5488,85,1124.0,7677.76
2024-02-06,Display,NC,TikTok_Display_NC,27545,212,488.05,1003.1
2024-02-06,Video,FL,TikTok_Video_FL,28458,226,1216.31,3704.42
2024-02-06,Video,PA,TikTok_Video_PA,23874,22,366.24,840.2
2024-02-06,Video,GA,TikTok_Video_GA,25132,125,1159.85,4690.39
2024-02-06,Shopping,TX,TikTok_Shopping_TX,20662,6,814.13,2867.95
2024-02-06,Shopping,OH,TikTok_Shopping_OH,21270,185,141.65,871.88
2024-02-06,Shopping,GA,TikTok_Shopping_GA,24457,274,657.67,1308.25
2024-02-06,Discovery,CA,TikTok_Discovery_CA,700,35,298.5,1141.85
2024-02-06,Discovery,MI,TikTok_Discovery_MI,10732,199,1340.08,3346.58
2024-02-06,App Install,NC,TikTok_App Install_NC,2334,80,1366.49,5519.23
2024-02-07,Search,NC,TikTok_Search_NC,15706,39,974.09,1830.92
2024-02-07,Display,TX,TikTok_Display_TX,25044,18,1485.99,7610.07
2024-02-07,Display,FL,TikTok_Display_FL,11635,227,683.42,2127.79
2024-02-07,Display,IL,TikTok_Display_IL,3140,106,1171.02,5150.14
2024-02-07,Video,CA,TikTok_Video_CA,25352,287,1051.65,3493.66
2024-02-07,Video,TX,TikTok_Video_TX,18485,97,776.24,4107.59
2024-02-07,Video,FL,TikTok_Video_FL,22784,97,99.91,484.55
2024-02-07,Video,PA,TikTok_Video_PA,27217,205,834.89,2024.63
2024-02-07,Video,OH,TikTok_Video_OH,28386,225,274.38,1870.52
2024-02-07,Video,NC,TikTok_Video_NC,25070,121,1480.67,3711.35
2024-02-07,Shopping,CA,TikTok_Shopping_CA,23044,156,380.76,1174.53
2024-02-07,Shopping,IL,TikTok_Shopping_IL,8354,208,1226.7,7236.69
2024-02-07,Shopping,NC,TikTok_Shopping_NC,8917,123,738.29,2837.64
2024-02-07,Shopping,MI,TikTok_Shopping_MI,25322,141,256.91,1439.46
2024-02-07,Discovery,TX,TikTok_Discovery_TX,3646,272,634.0,1980.78
2024-02-07,Discovery,PA,TikTok_Discovery_PA,11401,28,787.55,4743.53
2024-02-07,App Install,FL,TikTok_App Install_FL,15790,65,848.93,5550.96
2024-02-07,App Install,PA,TikTok_App Install_PA,15918,31,740.45,2445.34
2024-02-07,App Install,GA,TikTok_App Install_GA,8738,41,723.35,3124.15
2024-02-07,App Install,MI,TikTok_App Install_MI,29652,136,554.12,2518.45
2024-02-08,Search,OH,TikTok_Search_OH,660,147,910.35,3555.16
2024-02-08,Search,NC,TikTok_Search_NC,26548,34,1158.21,7211.28
2024-02-08,Display,CA,TikTok_Display_CA,14798,290,185.27,335.0
2024-02-08,Display,TX,TikTok_Display_TX,26403,83,552.72,3459.71
2024-02-08,Display,OH,TikTok_Display_OH,1096,131,1167.36,2811.27
2024-02-08,Display,GA,TikTok_Display_GA,4838,173,740.23,3030.52
2024-02-08,Video,FL,TikTok_Video_FL,17645,55,658.21,2555.16
2024-02-08,Video,IL,TikTok_Video_IL,2697,81,414.59,2142.23
2024-02-08,Video,PA,TikTok_Video_PA,20482,254,596.65,1904.31
2024-02-08,Video,NC,TikTok_Video_NC,25497,117,46.79,316.92
2024-02-08,Shopping,CA,TikTok_Shopping_CA,13513,74,1118.53,7146.13
2024-02-08,Shopping,NY,TikTok_Shopping_NY,20163,280,1473.08,4093.19
2024-02-08,Shopping,GA,TikTok_Shopping_GA,11282,255,1258.58,4258.8
2024-02-08,Discovery,FL,TikTok_Discovery_FL,17998,25,876.61,3478.78
2024-02-08,Discovery,IL,TikTok_Discovery_IL,28686,191,1239.63,4741.19
2024-02-08,Discovery,MI,TikTok_Discovery_MI,11743,107,1166.77,3621.96
2024-02-08,App Install,PA,TikTok_App Install_PA,27053,270,1301.9,2480.03
2024-02-08,App Install,OH,TikTok_App Install_OH,20976,259,1450.57,4977.8
2024-02-08,App Install,MI,TikTok_App Install_MI,16977,87,1213.52,7850.01
2024-02-09,Display,CA,TikTok_Display_CA,1550,131,483.06,1045.7
2024-02-09,Video,FL,TikTok_Video_FL,18922,65,274.38,1193.79
2024-02-09,Video,NC,TikTok_Video_NC,21411,37,948.05,3699.78
2024-02-09,Shopping,CA,TikTok_Shopping_CA,11468,183,1025.76,4834.76
2024-02-09,Shopping,TX,TikTok_Shopping_TX,7528,121,120.72,716.2
2024-02-09,Shopping,PA,TikTok_Shopping_PA,1214,193,861.26,5898.71
2024-02-09,Shopping,GA,TikTok_Shopping_GA,28267,135,405.25,2225.58
2024-02-09,Shopping,NC,TikTok_Shopping_NC,24559,161,33.33,70.24
2024-02-09,Discovery,TX,TikTok_Discovery_TX,25911,67,104.85,419.24
2024-02-09,Discovery,FL,TikTok_Discovery_FL,24767,253,263.59,1037.99
2024-02-09,Discovery,IL,TikTok_Discovery_IL,25048,292,769.85,4982.16
2024-02-09,Discovery,OH,TikTok_Discovery_OH,16406,141,410.18,1993.94
2024-02-09,Discovery,MI,TikTok_Discovery_MI,20048,196,198.91,1240.03
2024-02-09,App Install,NY,TikTok_App Install_NY,9539,213,957.67,6091.38
2024-02-10,Search,CA,TikTok_Search_CA,28008,252,1367.39,8933.6
2024-02-10,Search,TX,TikTok_Search_TX,2306,78,551.27,3038.9
2024-02-10,Search,OH,TikTok_Search_OH,21313,104,1080.63,1956.5
2024-02-10,Search,GA,TikTok_Search_GA,5670,119,1059.94,3325.42
2024-02-10,Display,CA,TikTok_Display_CA,22850,66,325.44,754.34
2024-02-10,Video,TX,TikTok_Video_TX,13949,114,1119.7,3912.37
2024-02-10,Video,PA,TikTok_Video_PA,1270,239,261.21,1449.09
2024-02-10,Video,GA,TikTok_Video_GA,15634,56,746.01,4133.12
2024-02-10,Shopping,CA,TikTok_Shopping_CA,10723,229,80.93,456.35
2024-02-10,Shopping,NY,TikTok_Shopping_NY,19326,207,971.31,6755.33
2024-02-10,Shopping,TX,TikTok_Shopping_TX,16310,163,1493.55,4806.37
2024-02-10,Shopping,FL,TikTok_Shopping_FL,15815,32,1244.46,4724.63
2024-02-10,Shopping,GA,TikTok_Shopping_GA,4022,228,941.92,3609.5
2024-02-10,Discovery,TX,TikTok_Discovery_TX,29035,126,408.33,2224.64
2024-02-10,Discovery,IL,TikTok_Discovery_IL,2316,74,257.45,1495.32
2024-02-10,App Install,NY,TikTok_App Install_NY,21862,96,438.24,2218.16
2024-02-10,App Install,TX,TikTok_App Install_TX,11475,215,1467.42,4759.16
2024-02-10,App Install,FL,TikTok_App Install_FL,15781,261,1125.76,7373.87
2024-02-10,App Install,PA,TikTok_App Install_PA,1549,39,382.45,2611.54
2024-02-10,App Install,NC,TikTok_App Install_NC,18781,198,1170.38,4806.3
2024-02-11,Search,GA,TikTok_Search_GA,775,183,1008.42,6963.41
2024-02-11,Display,OH,TikTok_Display_OH,19588,102,535.2,2838.09
2024-02-11,Video,NY,TikTok_Video_NY,13579,292,613.8,1585.11
2024-02-11,Video,TX,TikTok_Video_TX,11468,17,81.44,421.07
2024-02-11,Video,IL,TikTok_Video_IL,29091,252,1206.5,8141.05
2024-02-11,Video,MI,TikTok_Video_MI,2692,271,398.18,1409.48
2024-02-11,Shopping,NY,TikTok_Shopping_NY,26951,106,422.66,2669.19
2024-02-11,Shopping,IL,TikTok_Shopping_IL,6967,257,651.97,1714.31
2024-02-11,Shopping,GA,TikTok_Shopping_GA,23434,197,143.11,368.25
2024-02-11,Discovery,NY,TikTok_Discovery_NY,29294,70,1274.87,7537.69
2024-02-11,Discovery,FL,TikTok_Discovery_FL,4013,266,169.33,1176.1
2024-02-11,Discovery,OH,TikTok_Discovery_OH,9428,231,136.28,641.01
2024-02-11,Discovery,GA,TikTok_Discovery_GA,8727,289,913.6,6240.53
2024-02-11,Discovery,NC,TikTok_Discovery_NC,28828,159,844.09,4874.12
2024-02-11,App Install,GA,TikTok_App Install_GA,17375,12,796.16,1508.09
2024-02-12,Search,IL,TikTok_Search_IL,23843,142,53.64,156.96
2024-02-12,Search,GA,TikTok_Search_GA,11611,62,1051.47,6776.27
2024-02-12,Display,CA,TikTok_Display_CA,27053,270,1089.37,5684.23
2024-02-12,Display,GA,TikTok_Display_GA,29653,217,865.54,3439.4
2024-02-12,Display,NC,TikTok_Display_NC,10022,43,266.32,1803.33
2024-02-12,Video,FL,TikTok_Video_FL,11861,81,1067.31,5939.85
2024-02-12,Video,GA,TikTok_Video_GA,26171,141,944.18,5743.13
2024-02-12,Shopping,TX,TikTok_Shopping_TX,515,204,36.61,176.09
2024-02-12,Shopping,FL,TikTok_Shopping_FL,23006,137,1125.28,4187.28
2024-02-12,Discovery,TX,TikTok_Discovery_TX,28331,151,1470.56,7415.79
2024-02-12,Discovery,FL,TikTok_Discovery_FL,10025,261,867.62,4962.59
2024-02-12,Discovery,NC,TikTok_Discovery_NC,29587,293,1319.94,3680.19
2024-02-12,Discovery,MI,TikTok_Discovery_MI,9387,120,63.76,445.06
2024-02-13,Search,PA,TikTok_Search_PA,7056,11,1041.11,6504.07
2024-02-13,Display,MI,TikTok_Display_MI,12981,12,667.05,2529.46
2024-02-13,Video,NY,TikTok_Video_NY,14773,217,1221.05,8241.74
2024-02-13,Video,FL,TikTok_Video_FL,15901,280,376.86,2258.21
2024-02-13,Video,OH,TikTok_Video_OH,15910,181,1448.92,7390.74
2024-02-13,Shopping,CA,TikTok_Shopping_CA,28709,73,1344.21,2543.62
2024-02-13,Shopping,TX,TikTok_Shopping_TX,28927,220,221.02,738.25
2024-02-13,Shopping,IL,TikTok_Shopping_IL,25958,297,450.81,1877.67
2024-02-13,Shopping,OH,TikTok_Shopping_OH,1504,149,1053.88,5301.74
2024-02-13,Shopping,NC,TikTok_Shopping_NC,22224,68,1245.67,5035.17
2024-02-13,Discovery,MI,TikTok_Discovery_MI,10175,54,146.83,930.42
2024-02-13,App Install,CA,TikTok_App Install_CA,28227,265,397.97,2251.24
2024-02-14,Search,CA,TikTok_Search_CA,19881,149,239.43,834.98
2024-02-14,Search,NY,TikTok_Search_NY,29502,71,226.88,559.57
2024-02-14,Search,MI,TikTok_Search_MI,3555,271,802.54,2881.32
2024-02-14,Display,CA,TikTok_Display_CA,7947,274,484.25,3377.85
2024-02-14,Display,TX,TikTok_Display_TX,18260,207,1075.91,4925.52
2024-02-14,Display,PA,TikTok_Display_PA,9850,13,1144.44,6795.98
2024-02-14,Video,NY,TikTok_Video_NY,25168,262,1193.65,4079.38
2024-02-14,Video,NC,TikTok_Video_NC,5422,128,222.28,1138.66
2024-02-14,Shopping,TX,TikTok_Shopping_TX,24949,247,900.32,2977.37
2024-02-14,Discovery,FL,TikTok_Discovery_FL,26067,298,508.59,2816.02
2024-02-14,Discovery,NC,TikTok_Discovery_NC,8025,291,522.91,2132.85
2024-02-14,App Install,TX,TikTok_App Install_TX,14345,240,344.23,1492.1
2024-02-14,App Install,FL,TikTok_App Install_FL,12921,105,772.62,4532.23
2024-02-15,Search,NY,TikTok_Search_NY,28848,288,951.75,2473.84
2024-02-15,Search,FL,TikTok_Search_FL,24825,68,64.16,125.56
2024-02-15,Search,NC,TikTok_Search_NC,19707,168,156.14,677.61
2024-02-15,Display,FL,TikTok_Display_FL,26206,208,684.6,3483.8
2024-02-15,Display,GA,TikTok_Display_GA,23261,140,957.81,3482.4
2024-02-15,Display,MI,TikTok_Display_MI,21507,94,741.14,3929.26
2024-02-15,Video,OH,TikTok_Video_OH,11815,269,321.61,653.95
2024-02-15,Video,GA,TikTok_Video_GA,6399,242,258.27,910.63
2024-02-15,Shopping,TX,TikTok_Shopping_TX,22777,226,711.04,3777.55
2024-02-15,Discovery,FL,TikTok_Discovery_FL,14839,9,470.35,2429.2
2024-02-15,App Install,CA,TikTok_App Install_CA,22138,20,1434.69,5663.1
2024-02-16,Search,GA,TikTok_Search_GA,22010,122,571.33,2285.68
2024-02-16,Display,NY,TikTok_Display_NY,19270,105,598.68,4156.27
2024-02-16,Display,FL,TikTok_Display_FL,29645,171,812.07,4534.39
2024-02-16,Display,PA,TikTok_Display_PA,3567,10,727.59,3429.28
2024-02-16,Display,NC,TikTok_Display_NC,15614,119,989.11,3310.74
2024-02-16,Video,IL,TikTok_Video_IL,21439,198,159.61,793.06
2024-02-16,Video,OH,TikTok_Video_OH,6268,126,187.76,897.5
2024-02-16,Shopping,PA,TikTok_Shopping_PA,7633,177,608.08,4231.63
2024-02-16,Shopping,GA,TikTok_Shopping_GA,4370,107,603.4,3317.03
2024-02-16,Shopping,MI,TikTok_Shopping_MI,17225,44,601.6,1259.58
2024-02-16,Discovery,NC,TikTok_Discovery_NC,6903,191,1154.77,7434.82
2024-02-16,App Install,IL,TikTok_App Install_IL,21098,191,1398.58,6028.18
2024-02-17,Search,TX,TikTok_Search_TX,25741,157,789.74,3822.97
2024-02-17,Search,FL,TikTok_Search_FL,13088,98,1049.29,6908.17
2024-02-17,Search,OH,TikTok_Search_OH,16171,286,299.13,1817.17
2024-02-17,Search,GA,TikTok_Search_GA,23287,70,873.6,2557.77
2024-02-17,Search,MI,TikTok_Search_MI,27218,205,778.69,2191.39
2024-02-17,Display,NY,TikTok_Display_NY,18055,132,668.8,3099.31
2024-02-17,Display,MI,TikTok_Display_MI,26599,196,122.79,598.03
2024-02-17,Video,NY,TikTok_Video_NY,5583,191,523.91,2577.76
2024-02-17,Video,TX,TikTok_Video_TX,11089,190,1327.88,7160.15
2024-02-17,Video,GA,TikTok_Video_GA,29000,82,1158.63,5380.79
